user_id,country,gender,years_of_experience,no_of_apply,no_of_pass,no_of_hire,avg_apply_pass,avg_pass_hire,no_of_event_reg,signup_year,current_inactive_days,education_level,job_role,skills
236523,South Korea,female,0,7,4,1,0.4,1.1,0,2020,31,Graduated College,Python Developer,AWS|Kotlin|Java|Python|SQL|Scala|Hadoop|NLP|JavaScript|TypeScript|React
236525,United States,female,4,55,12,1,0.5,0.2,4,2020,2,Graduated College,Performance Evaluation,Adobe Photoshop
236549,South Korea,male,2,12,5,1,0.6,0,0,2020,8,Graduated College,Strategic Planner,Excel Pivot
236563,South Korea,female,1,18,6,1,0.4,0.2,3,2020,1,No College,Operations Manager,AWS
236600,South Korea,female,0,66,8,1,0.1,0.2,0,2020,13,No College,Front-end Engineer,API|Python|AWS|REST|RESTful WebServices|Flask|ORM|Linux|NoSQL|AngularJS|VueJS|DICOM|HL7|Git|JIRA
236623,South Korea,male,3,26,10,1,1.5,0,0,2020,3,Graduated College,Editor,Adobe Premiere|After Effect|Adobe Photoshop|Adobe Illustrator|YouTube|Instagram
236630,South Korea,male,4,121,14,1,1.1,0.2,0,2020,43,Graduated College,Tax Accountant,AWS|Git|JavaScript|MySQL|React|JPA|HTML|Java|Spring Boot|Shopify
236640,South Korea,female,3,8,4,1,0.8,3.3,1,2020,53,Graduated College,Software Engineer,AWS|Linux|Azure|GCP|Windows Server
236653,South Korea,female,0,58,8,1,0.5,0,0,2020,1,Graduated College,"UI,GUI Designer",AWS|APIs|MySQL|CSS3|JavaScript|React.js|Oracle|Redis|NoSQL|Git|Jenkins|Java|Spring Framework|Spring Boot|RESTful architecture
236670,South Korea,female,0,113,7,1,0.1,0,0,2020,71,Graduated College,Front-end Engineer,AWS|BitBucket|GitHub|JIRA|Java|MySQL|Spring Framework|Node.js|MongoDB|Redis|Docker
236674,South Korea,male,6,4,3,1,1.1,0.6,3,2020,1,Graduated College,Organization Management,Compensation Structures|Compensations|Compensation Strategies|Compensation Planning
236695,South Korea,female,0,31,7,1,0.7,0.8,0,2020,21,Graduated College,"UI,GUI Designer",Adobe Illustrator|Adobe Photoshop|Adobe XD|Web Design|ProtoPie|3D|After Effect
236701,South Korea,female,1,40,9,1,0.4,0.5,0,2020,33,Graduated College,Service Planner,Advertising Operations
236733,South Korea,female,1,9,5,1,0.7,0.3,0,2020,24,Graduated College,Python Developer,Android|iOS|C / C++
236737,South Korea,female,4,181,16,1,0.5,0.6,0,2020,9,Graduated College,Web Designer,Adobe
236740,South Korea,female,17,37,6,1,0.5,0.3,0,2020,195,Graduated College,Service Planner,Accounting|Financial Reporting|Financial Accounting|IPO|IR|Management Accounting
236747,South Korea,female,5,66,5,1,0.3,0.9,0,2020,10,Graduated College,Marketer,AMPL|Tableau
236750,South Korea,female,4,74,11,1,0.7,0.1,0,2020,1,Graduated College,Business Development,Advertising Operations
236766,United States,male,0,8,4,1,0.4,0.2,0,2020,4,Graduated College,Web Developer,AWS|Git|Docker
236769,South Korea,male,1,7,3,1,2.7,2.8,0,2020,153,Graduated College,Service Planner,Management Consulting|Strategic Analysis|Strategic Consulting|SQL|Spreadsheets|Tableau
236772,South Korea,female,1,7,3,1,2.8,4.9,2,2020,12,Graduated College,Web Designer,Adobe Illustrator|Adobe Photoshop|Branding|Graphic Design|3D
236782,South Korea,female,5,307,29,1,0.5,0,0,2020,1,Graduated College,Marketer,AMPL|Tableau
236798,South Korea,female,0,6,4,1,0.6,1.7,0,2020,4,Graduated College,DevOps / System Admin,AWS|Azure
236813,South Korea,male,8,18,5,1,1,0.4,0,2020,10,Graduated College,Customer Service Representative,B2C|IT Operations
236820,South Korea,male,2,28,8,1,0.8,0.4,2,2020,12,No College,Web Designer,Adobe Illustrator|Adobe Photoshop
236825,United States,female,8,24,4,1,0.6,1.6,0,2020,18,No College,Logistics Analyst,3PL
236831,South Korea,male,8,16,7,1,1.2,0.8,0,2020,316,Graduated College,Back-end Engineer,AWS|Python|Git|Java|Kotlin|GitHub|API Development|Django|iOS|JavaScript|Google Cloud Platform|PHP|React|jQuery|MySQL|Swift|Docker|Jenkins
236837,South Korea,female,1,7,4,1,0.3,1.2,0,2020,1,Graduated College,Service Planner,Advertising Operations
236861,South Korea,female,1,15,4,1,0.2,0.6,0,2020,107,Graduated College,Project Manager,Adobe Photoshop|Adobe Illustrator
236867,South Korea,male,0,59,7,1,0.6,0.4,0,2020,158,Graduated College,DevOps / System Admin,AWS|Azure
236871,South Korea,female,3,7,5,1,2.3,1.8,1,2020,18,No College,Accountant,Axure|Google Analytics|JIRA|Excel|SQL
236872,United States,female,8,10,4,1,0.5,3.6,0,2020,213,Graduated College,UX Designer,Adobe Photoshop|Adobe Illustrator|Graphic Design|Branding|Web Design|Sketch
236875,South Korea,male,1,78,13,1,0.7,0.1,0,2020,17,No College,Social Marketer,Adobe Photoshop|Adobe Illustrator
236884,South Korea,male,6,6,4,1,0.6,0.3,0,2020,7,Graduated College,Web Developer,AWS|Linux|Docker|Jenkins|Node.js|Git|JavaScript|MySQL|SQL|React|GitHub|Python|JIRA|Redis|TypeScript|ElasticSearch|React.js|ExpressJS|Amazon Web Service|Nginx|REST
236891,South Korea,male,8,72,6,1,0,0.8,0,2020,17,Graduated College,Travel Agent,Axure|Google Analytics|JIRA|Excel|SQL
236898,South Korea,male,0,7,5,1,1.1,1.1,0,2020,54,Graduated College,Business Development,Business Strategy|Strategic Planning|Strategy Execution|Strategic Consulting|Consultants|Business Affairs|Management Consulting
236928,South Korea,female,6,14,6,1,1.4,0.9,0,2020,113,Graduated College,UX Designer,Adobe Illustrator|Adobe Photoshop|Sketch|Web Design|UI Design|Service Design|Zeplin|Adobe XD
236950,United States,male,0,65,18,1,1.6,0.8,1,2020,59,Graduated College,Web Developer,.NET|MSSQL|Databases|APIs
236959,South Korea,female,4,279,17,1,0.3,0,0,2020,2,Graduated College,Consultant,AR|VR|Augmented Reality
236960,South Korea,male,8,7,3,1,0.6,2,0,2020,68,Graduated College,"QA, Test Engineer",GitHub|Confluence|Docker
236972,South Korea,female,0,58,13,1,0.8,0.4,1,2020,1,No College,Web Developer,AWS|Git|Docker|JavaScript|TypeScript|MySQL|Python|Django|React
236976,South Korea,female,0,25,5,1,0.4,0,1,2020,132,Graduated College,Front-end Engineer,AWS
236983,United States,female,5,39,7,1,0.1,0.3,0,2020,22,Graduated College,Web Developer,AWS|Apache Spark
236988,South Korea,female,8,5,3,1,0.2,1.4,0,2020,9,Graduated College,Writer,Adobe Photoshop|Lightroom|Adobe Premiere
236989,South Korea,male,0,19,6,1,1.1,1,0,2020,28,Graduated College,Social Marketer,Brand Management|Brand Development|Branded Content|Brand Awareness|Fragrance|Marketing Management|Beauty Industry|Influencer Marketing|Marketing Operations|Marketing Analytics
237003,South Korea,male,1,13,5,1,0.3,0.2,0,2020,65,Graduated College,Performance Marketing Manager,AMPL|Tableau
237008,South Korea,female,5,78,7,1,2.4,0.1,0,2020,1,Graduated College,Service Planner,AR|VR|Augmented Reality
237019,South Korea,female,2,26,6,1,0.9,0.9,0,2020,6,Graduated College,Web Developer,AWS|BitBucket|GitHub|JIRA|Java|MySQL|Spring Framework|Node.js|MongoDB|Redis|Docker
237026,South Korea,female,0,15,5,1,2.1,0.9,1,2020,4,Graduated College,Java Developer,AWS
237036,South Korea,female,4,27,4,1,0.3,1.8,0,2020,24,Graduated College,Social Marketer,AMPL|Tableau
237040,South Korea,female,1,6,5,1,0.4,1.2,0,2020,1,Graduated College,Accountant,Data Analysis|JIRA|Confluence|Agile|Firebase|Google Analytics|Scrum|Communication|Excel
237048,South Korea,female,1,15,5,1,1,2.4,0,2020,43,Graduated College,Quality Manager,Manufacturing Management|Manufacturing Operations|Manufacturing Engineering|Production Management|Production Engineering|Production Support|Production|Production Planning|Quality Control|Quality Improvement|Quality Auditing|Quality Engineering|Quality Systems
237063,South Korea,male,2,7,7,1,3.9,1.3,0,2020,1,Graduated College,Business Support Manager,Cosmetics|Merchandise Planning|New Product Development
237067,South Korea,male,0,44,13,1,2,0.6,0,2020,1,Graduated College,UX Designer,AR|VR|Augmented Reality
237068,South Korea,male,1,76,20,1,1.1,0.5,0,2020,31,Graduated College,Recruiter,Business Operations|Business Planning|Business Affairs|Business Strategy|Business Alignment|Business Alliances|Accounting Management
237115,South Korea,female,7,108,9,1,0.2,0.1,0,2020,10,Graduated College,"QA, Test Engineer",.NET|C#|JavaScript|Python|iOS|AWS|Git|Android|React.js|Node.js
237129,South Korea,male,0,34,8,1,0.6,1.2,0,2020,143,Graduated College,Web Developer,APIs|Java|Python|AWS|Maya|React|CMS|Swift|UI Design|UX|iOS|Unity3D|C#|TypeScript|3D Modeling|Modeling|Texturing|Photoshop Elements
237131,South Korea,female,1,41,15,1,0.7,0.5,0,2020,96,Graduated College,Performance Marketing Manager,Adobe Illustrator|Adobe Photoshop
237135,South Korea,male,0,24,6,1,0.3,0.8,0,2020,15,Graduated College,Java Developer,AWS
237137,South Korea,female,0,31,7,1,0.5,0.3,0,2020,112,Graduated College,Java Developer,AWS|BitBucket|GitHub|JIRA|Java|MySQL|Spring Framework|Node.js|MongoDB|Redis|Docker
237159,South Korea,male,12,46,7,1,0.8,0.2,0,2020,2,Graduated College,"C,C++ Developer",AWS|Azure
237165,United States,female,0,32,4,1,0.2,0,0,2020,2,No College,"Video, Motion Designer",Adobe Illustrator|Adobe Photoshop|Branding|Graphic Design|3D
237168,South Korea,female,4,39,4,1,0.6,0,0,2020,3,Graduated College,Sales Team Lead,Contract Management|Sales Representatives|Real Estate|Franchising
237181,South Korea,male,2,158,17,1,0.7,0.3,0,2020,59,Graduated College,"QA, Test Engineer",AWS|APIs|MySQL|CSS3|JavaScript|React.js|Oracle|Redis|NoSQL|Git|Jenkins|Java|Spring Framework|Spring Boot|RESTful architecture
237192,South Korea,female,0,22,4,1,0.8,1.2,0,2020,321,Graduated College,Python Developer,AWS|Kotlin|Java|Python|SQL|Scala|Hadoop|NLP|JavaScript|TypeScript|React
237196,South Korea,female,0,6,3,1,0.2,0.6,0,2020,6,Graduated College,Web Developer,AWS
237198,South Korea,female,3,14,6,1,1.8,0,0,2020,26,No College,Graphic Designer,Adobe Photoshop|Adobe Illustrator
237209,South Korea,female,0,44,6,1,0.5,0.1,1,2020,343,Graduated College,Sales Team Lead,B2B|Sales Management|Sales Training|Sales Process|Sales Representatives|Translation|Video
237221,South Korea,male,4,35,7,1,0.2,0,0,2020,24,Graduated College,Social Marketer,AMPL|Tableau
237223,United States,female,0,46,12,1,1,0.4,0,2020,1,Graduated College,Front-end Engineer,APIs|Java|Python|AWS|Maya|React|CMS|Swift|UI Design|UX|iOS|Unity3D|C#|TypeScript|3D Modeling|Modeling|Texturing|Photoshop Elements
237228,South Korea,female,0,139,12,1,0.5,0.2,0,2020,353,Graduated College,Web Developer,AWS|APIs|MySQL|CSS3|JavaScript|React.js|Oracle|Redis|NoSQL|Git|Jenkins|Java|Spring Framework|Spring Boot|RESTful architecture
237231,South Korea,female,0,100,20,1,1,0.2,2,2020,1,Graduated College,Web Developer,AWS
237239,South Korea,female,0,14,8,1,0.9,0,0,2020,2,Graduated College,Service Planner,Accounting|Accounting Management
237240,South Korea,male,4,15,6,1,0.7,1.2,0,2020,130,Graduated College,Social Marketer,Advertising Agency|Advertising Copy
237270,South Korea,female,0,62,10,1,0.5,0.5,6,2020,4,No College,Web Developer,ASP .NET|C#|AngularJS|VueJS|MSSQL|React|jQuery|DevOps
237281,South Korea,male,8,12,4,1,0.1,0.5,1,2020,1,Graduated College,Operations Manager,Accounting|Management Accounting|Income Statement|Financial Reporting|Financial Planning|Financial Statements|Financial Analysis|Strategic Analysis|Strategic Thinking|Mathematical Analysis|Data Analysis
237286,South Korea,male,13,6,6,1,1,6.9,0,2020,3,Graduated College,Brand Marketer,Branding|Brand Marketing|Content Creation|Advertising Management
237287,South Korea,female,0,27,4,1,0.4,0.7,4,2020,3,No College,Android Developer,AWS|KYC|MVVM|Android|MVC|Spring Boot|MySQL|Python|ElasticSearch|MongoDB|Redis|Docker|Android Studio|iOS|GitHub|jQuery|PHP|Nginx|Swift|Spring Framework
237288,South Korea,female,4,48,15,1,1.6,0.2,1,2020,2,Graduated College,Web Developer,AWS|APIs|MySQL|CSS3|JavaScript|React.js|Oracle|Redis|NoSQL|Git|Jenkins|Java|Spring Framework|Spring Boot|RESTful architecture
237293,South Korea,female,1,20,7,1,0.3,0.5,0,2020,9,Graduated College,Web Designer,Adobe Illustrator|Adobe Photoshop
237307,South Korea,male,11,6,3,1,2.1,2.2,0,2020,225,Graduated College,Python Developer,AWS|Linux|Azure|GCP|Windows Server
237323,South Korea,female,0,43,6,1,0.2,0.8,0,2020,11,Graduated College,UX Designer,Adobe Illustrator|Adobe Photoshop
237332,South Korea,male,2,27,3,1,0.2,0.2,0,2020,282,No College,Machine Learning Engineer,AWS|Linux|Azure|GCP|Windows Server
237342,South Korea,male,2,9,9,1,0.1,0.1,0,2020,1,Graduated College,Back-end Engineer,APIs|Java|Python|AWS|Maya|React|CMS|Swift|UI Design|UX|iOS|Unity3D|C#|TypeScript|3D Modeling|Modeling|Texturing|Photoshop Elements
237344,South Korea,female,12,5,5,1,0.5,9.6,0,2020,27,Graduated College,Business Support Manager,Accounting Management|Business Management|Performance Reporting|Governance|Shareholder|Business Planning|Business Strategy|Board Governance|Board of Directors|Business Administration|Management Accounting|Income Statement|Managerial Accounting
237374,South Korea,male,2,47,3,1,0,0.2,0,2020,35,Graduated College,Content Marketer,Adobe Photoshop|Adobe Illustrator
237375,South Korea,male,0,39,7,1,0.8,0.7,1,2020,98,Graduated College,"UI,GUI Designer",Adobe
237388,South Korea,male,0,9,5,1,1,1.5,0,2020,13,Graduated College,UX Designer,Adobe Photoshop|Adobe Illustrator|Adobe Premiere|After Effect
237415,South Korea,female,0,9,5,1,0.9,4,0,2020,89,Graduated College,Security Engineer,C++|Qt
237417,South Korea,female,8,3,3,1,0.3,1.9,3,2020,28,Graduated College,Organization Management,HR Management|HRM|Staffing|Payroll Administration|Evaluation|Reimbursement|Organizational Culture
237421,South Korea,male,0,15,7,1,1.2,0.7,0,2020,35,Graduated College,Software Engineer,AWS|TypeScript|Node.js|React|AngularJS|VueJS
237435,South Korea,female,4,9,5,1,1.1,0,0,2020,88,Graduated College,Business Support Manager,Strategic Planning|Strategic Analysis|Strategic Consulting
237441,South Korea,female,0,21,7,1,0.8,0.5,0,2020,2,Graduated College,Web Developer,AWS|Git|Docker
237465,South Korea,male,1,23,6,1,1.5,1.1,0,2020,15,Graduated College,Performance Marketing Manager,AMPL|Tableau
237482,South Korea,male,4,37,9,1,0.8,0,0,2020,1,Graduated College,Recruiter,Google Analytics|Excel|PowerPoint|Data Analysis|SPSS
237493,South Korea,female,0,25,7,1,0.8,0.6,0,2020,57,Graduated College,Hardware Engineer,AWS|iOS|HTML|JavaScript|MySQL|Android|Kotlin|Swift|React|GitHub|Firebase|Git|Python|C / C++|Notion|Eagle PCB
237509,Vietnam,female,8,74,8,1,0.4,0.3,7,2020,3,Graduated College,Strategic Planner,AWS|React Native|JavaScript|TypeScript|Swift|Kotlin|Agile
237543,South Korea,male,8,28,14,1,1.3,0.3,0,2020,2,Graduated College,Service Planner,Accounting|IFRS|PowerPoint|PowerPC|MS Office
237546,South Korea,female,3,32,6,1,1.2,0.3,1,2020,57,Graduated College,"QA, Test Engineer",APIs|Java|Python|AWS|Maya|React|CMS|Swift|UI Design|UX|iOS|Unity3D|C#|TypeScript|3D Modeling|Modeling|Texturing|Photoshop Elements
237551,South Korea,male,8,48,7,1,1.1,0.4,0,2020,17,No College,"QA, Test Engineer",AWS|Git|Kotlin|React|GitHub|Java|MySQL|Python|Spring Framework|iOS|Android|Swift
237584,South Korea,female,0,28,3,1,0,0.4,0,2020,317,Graduated College,Machine Learning Engineer,AWS|Flutter|Git|iOS|Kotlin|Java|JavaScript|Golang|Spring Boot|Android|Blockchain|Communication|GitHub|Visual Studio Code|IntelliJ IDEA|Spring Framework|Notion|Python|Rust|GraphQL|NoSQL|MySQL|Neo4j
237599,South Korea,female,0,6,3,1,1.6,5,0,2020,153,No College,Purchasing Manager,SQL|MySQL
237601,South Korea,male,3,15,5,1,0.7,0.8,0,2020,168,Graduated College,"QA, Test Engineer",APIs|Java|Python|AWS|Maya|React|CMS|Swift|UI Design|UX|iOS|Unity3D|C#|TypeScript|3D Modeling|Modeling|Texturing|Photoshop Elements
237604,South Korea,male,2,6,3,1,1,0.6,0,2020,1,Graduated College,Digital Marketer,Marketing Management|Marketing Analytics|Marketing Operations
237608,South Korea,female,2,27,11,1,1.1,0.2,1,2020,7,Graduated College,Front-end Engineer,AWS|Git|React Native|Flutter|Android|iOS|GitHub|JavaScript|HTML
237627,South Korea,male,4,112,8,1,0.1,0.3,1,2020,7,Graduated College,General Affairs,Asset Management|IT Management|IT Operations
237633,South Korea,female,10,8,4,1,0.3,3.4,0,2020,65,No College,Strategic Planner,Business Management|Personnel Management|Organizing
237687,South Korea,male,3,8,3,1,0,1.5,0,2020,41,Graduated College,Business Support Manager,Adobe Photoshop|Adobe Illustrator|Notion|Slack|Google Analytics|GUI|Office 365|Instagram|SEO|InstallShield|YouTube
237696,South Korea,male,2,10,5,1,1.8,1.9,0,2020,1,Graduated College,Web Designer,Adobe Photoshop|Adobe Illustrator|Adobe|Design Thinking
237784,South Korea,male,1,18,8,1,0.5,0.2,0,2020,7,Graduated College,Front-end Engineer,AWS|Apache Spark
237810,South Korea,female,3,41,4,1,0.1,0.5,0,2020,53,Graduated College,Sales Team Lead,AMPL|Tableau
237814,South Korea,female,3,10,3,1,0.9,0.7,0,2020,15,Graduated College,Logistics Manager,Logistics|SCM
237817,South Korea,female,0,42,6,1,0.2,1.4,0,2020,1,No College,Android Developer,AWS|DevOps|RDBMS
237828,South Korea,male,0,109,13,1,0.6,0.1,1,2020,3,No College,Front-end Engineer,AWS
237831,South Korea,male,4,14,3,1,1.2,2.2,0,2020,237,Graduated College,Data Engineer,AWS|GCP|Azure
237854,South Korea,female,1,7,5,1,1.1,1.1,6,2020,253,Graduated College,Recruiter,HRIS
237867,United States,male,0,41,11,1,0.7,0.4,0,2020,2,Graduated College,Software Engineer,AWS|Git|Docker
237870,South Korea,male,0,37,8,1,0.5,0.8,0,2020,50,Graduated College,Java Developer,AWS|BitBucket|GitHub|JIRA|Java|MySQL|Spring Framework|Node.js|MongoDB|Redis|Docker
237871,South Korea,female,0,4,4,1,2.9,1.7,0,2020,49,Graduated College,Merchandiser,Android|Java|ObjectiveC|Unreal Engine|C#|UI Design|UX|C|C++
237907,South Korea,male,0,260,16,1,0.2,0,0,2020,85,Graduated College,iOS Developer,AWS
237908,South Korea,male,0,186,17,1,0.4,0,0,2020,15,Graduated College,BI/BX Designer,Adobe
237923,South Korea,male,6,9,5,1,1,1.8,0,2020,9,Graduated College,Graphic Designer,Adobe Illustrator|Typography|Branding|Figma|Zeplin|Graphic Design|Adobe Photoshop
237925,South Korea,female,0,10,8,1,4.2,3.1,1,2020,1,Graduated College,Web Developer,AWS|GCP|Google Cloud Platform|PostgreSQL|MySQL|Python|Tableau|Redis
237944,South Korea,male,0,10,4,1,0.4,1.6,0,2021,65,Graduated College,Front-end Engineer,Android|iOS|C / C++
237967,South Korea,female,13,12,7,1,1.6,2.6,2,2021,4,Graduated College,Service Planner,Android|iOS|C / C++
238038,South Korea,male,6,92,12,1,0.5,0.3,0,2021,10,Graduated College,Retail Merchandiser,Beauty Industry|B2B eCommerce|B2B|Sourcing|Marketing Strategy|Marketing Analytics|Business Planning|Business Strategy
238051,South Korea,male,0,184,21,1,0.2,0,1,2021,42,Graduated College,Front-end Engineer,AWS
238074,South Korea,male,0,27,9,1,0.6,4.4,6,2021,339,Graduated College,Marketer,Brand Management|Brand Strategy|Brand Development|Content Strategy|Content Management
238091,South Korea,female,0,10,3,1,0.7,2.1,4,2021,1,Graduated College,Web Developer,AWS|BitBucket|GitHub|JIRA|Java|MySQL|Spring Framework|Node.js|MongoDB|Redis|Docker
238101,South Korea,male,0,10,5,1,2.1,0.6,5,2021,8,Graduated College,iOS Developer,AWS|Spring Framework|Git|JavaScript|MySQL|Linux|Kotlin|Swift|React|iOS|Android|Java|IntelliJ IDEA|MSSQL|Docker
238106,South Korea,male,0,217,44,1,0.8,0.1,0,2021,2,Graduated College,Service Planner,3D Modeling|CAD|UX|UI Design
238140,South Korea,male,5,14,3,1,0.3,2.1,0,2021,211,Graduated College,Technical Sales Specialist,AWS|Spring Framework|Git|JavaScript|.NET Core|Docker
238146,South Korea,female,6,7,5,1,0.9,6.1,0,2021,207,Graduated College,"QA, Test Engineer",Android|Kotlin|AAC|MVVM|TDD
238152,South Korea,female,3,14,5,1,0.4,0.3,0,2021,29,Graduated College,Customer Service Manager,Affiliate Management|Partnership Marketing|B2B|Partner Management
238155,South Korea,male,20,17,7,1,0.6,2.1,0,2021,43,Graduated College,"System, Network Administrator",AWS|APIs|MySQL|CSS3|JavaScript|React.js|Oracle|Redis|NoSQL|Git|Jenkins|Java|Spring Framework|Spring Boot|RESTful architecture
238160,South Korea,male,1,8,5,1,1.4,3.5,0,2021,5,Graduated College,Data Analyst,Android|iOS|C / C++
238176,South Korea,male,3,179,11,1,0.2,0,0,2021,32,Graduated College,Graphic Designer,Adobe Illustrator|Adobe Photoshop
238178,South Korea,female,0,18,6,1,1.1,0,1,2021,11,Graduated College,Video Editing Specialist,Adobe Premiere
238209,South Korea,female,4,6,3,1,0.9,0.6,0,2021,287,Graduated College,"UI,GUI Designer",Adobe Photoshop|Adobe Illustrator|Adobe XD|UI Design|Service Design|UX Design|Interaction Design|Product Design|Web Design|Mobile Design
238215,South Korea,female,0,14,5,1,0.6,1.6,0,2021,99,Graduated College,Back-end Engineer,AWS|Git|Spring Framework|MySQL|GitHub|JPA|Java|Redis|ElasticSearch|Docker
238233,South Korea,female,0,96,19,1,1.5,0.3,0,2021,30,Graduated College,Web Developer,AWS|APIs|MySQL|CSS3|JavaScript|React.js|Oracle|Redis|NoSQL|Git|Jenkins|Java|Spring Framework|Spring Boot|RESTful architecture
238240,South Korea,female,9,5,5,1,1.2,11.1,0,2021,9,Graduated College,Product Manager,Android|iOS|C / C++
238257,South Korea,female,3,16,5,1,0.3,0.7,1,2021,40,Graduated College,Web Designer,Adobe Photoshop|Adobe Illustrator
238275,South Korea,female,1,16,9,1,2.4,1,0,2021,57,Graduated College,Office Manager,AWS|Linux|Azure|GCP|Windows Server
238312,United States,male,0,184,16,1,0.3,0,0,2021,7,Graduated College,Front-end Engineer,APIs|QA Engineering|Document Preparation
238326,South Korea,female,9,25,9,1,0.6,1.8,0,2021,1,Graduated College,Customer Service Representative,CRM|Salesforce.com|Artificial Intelligence|Machine Learning|Sales Enablement|Sales Management|Customer Experience|Customer Satisfaction|Customer Focus|Customer Engagement|Customer Relations|Client Retention|Customer Support|Client Education|Customer Acquisition|SaaS|B2B
238329,South Korea,male,0,21,8,1,0.8,0.5,11,2021,42,Graduated College,Front-end Engineer,AWS|Python|Git|Java|Kotlin|GitHub|API Development|Django|iOS|JavaScript|Google Cloud Platform|PHP|React|jQuery|MySQL|Swift|Docker|Jenkins
238348,South Korea,female,1,18,6,1,2.2,0.4,2,2021,2,Graduated College,Copywriter,Adobe Photoshop|Adobe Illustrator
238363,South Korea,male,4,144,21,1,0.7,0.1,0,2021,1,Graduated College,Strategic Planner,AWS|Linux|Apache|Tomcat|Docker|Python
238374,South Korea,female,0,31,7,1,0.6,0.5,0,2021,90,Graduated College,"UI,GUI Designer",Adobe Illustrator|Adobe Photoshop|Figma|Service Design|UI Design|Branding|Graphic Design|Typography|Adobe InDesign
238380,South Korea,female,1,8,6,1,1,0.6,1,2021,14,Graduated College,Data Engineer,AWS|Azure
238393,South Korea,female,8,8,3,1,0.6,3.5,0,2021,234,Graduated College,Lawyer,Compliance|Legal Affairs|Attorneys
238421,South Korea,male,1,20,6,1,0.2,0.6,0,2021,95,Graduated College,Project Manager,Blockchain|JIRA|Confluence|Figma|Google Apps
238422,South Korea,female,0,25,6,1,0.6,1,0,2021,218,Graduated College,Back-end Engineer,AWS|BitBucket|GitHub|JIRA|Java|MySQL|Spring Framework|Node.js|MongoDB|Redis|Docker
238427,South Korea,male,0,16,7,1,1.7,1.1,0,2021,3,Graduated College,Back-end Engineer,AWS|GitLab|Java|NoSQL
238443,South Korea,female,2,13,7,1,1.1,0.5,0,2021,94,No College,Front-end Engineer,AWS|Linux|Azure|GCP|Windows Server
238489,South Korea,female,5,12,4,1,0.7,0,3,2021,1,No College,Web Designer,Adobe Illustrator|Adobe Photoshop|Branding|Graphic Design|3D
238496,South Korea,female,0,7,4,1,0.4,3.2,0,2021,36,Graduated College,"Salary, Compensation",Communication|Performance Management|Outcomes Research|Performance Appraisal|Strategic Planning
238499,South Korea,female,0,27,8,1,0.9,0.2,0,2021,7,Graduated College,Front-end Engineer,AWS
238501,Taiwan,female,3,69,3,1,0.1,0.1,0,2021,214,Graduated College,Business Development,Business Alliances|Business Strategy|Business Affairs|Strategy Development|Strategic Planning|Strategy Execution|Strategic Thinking|Strategic Sourcing|Revenue Forecasting
238505,South Korea,female,7,19,4,1,0.4,0.9,1,2021,10,Graduated College,Service Planner,Excel|Spreadsheets
238544,South Korea,male,10,20,6,1,0.3,2.4,2,2021,31,Graduated College,Data Analyst,AWS|Linux|Apache|Tomcat|Docker|Python
238563,South Korea,female,7,7,5,1,0.8,1.6,0,2021,10,No College,Front-end Engineer,AWS|Python|Git|Java|Kotlin|GitHub|API Development|Django|iOS|JavaScript|Google Cloud Platform|PHP|React|jQuery|MySQL|Swift|Docker|Jenkins
238573,South Korea,female,2,11,6,1,2.8,1.6,0,2021,17,Graduated College,Video Production,Adobe Premiere|Adobe Photoshop|Final Cut Studio
238603,South Korea,female,1,57,5,1,0.3,0.7,0,2021,21,Graduated College,Merchandiser,B2C|IT Operations
238608,United States,female,8,13,5,1,0.4,3.1,0,2021,1,Graduated College,UX Designer,Adobe Illustrator|Adobe Photoshop|Branding|Graphic Design|3D
238636,South Korea,male,2,64,15,1,0.6,0.1,0,2021,6,Graduated College,Front-end Engineer,APIs|Java|Python|AWS|Maya|React|CMS|Swift|UI Design|UX|iOS|Unity3D|C#|TypeScript|3D Modeling|Modeling|Texturing|Photoshop Elements
238651,South Korea,male,2,8,3,1,0,1.5,0,2021,24,Graduated College,Hardware Engineer,C / C++|Python|C++|C#|Java
238654,South Korea,male,8,8,3,1,0.2,1.8,0,2021,7,Graduated College,Web Designer,Adobe Illustrator|Adobe Photoshop|CSS|HTML|Branding|Graphic Design|Service Design|Interaction Design
238673,South Korea,female,0,68,12,1,0.6,1,0,2021,30,Graduated College,Web Developer,AWS|Apache Spark
238674,South Korea,male,0,11,5,1,1.3,1.9,0,2021,70,Graduated College,Service Planner,Accounting|Tax Accounting
238691,South Korea,female,8,53,10,1,0.4,0.1,0,2021,48,Graduated College,"CFO,Chief Financial Officer",Accounting Management|Business Management|Performance Reporting|Governance|Shareholder|Business Planning|Business Strategy|Board Governance|Board of Directors|Business Administration|Management Accounting|Income Statement|Managerial Accounting
238709,South Korea,male,0,10,4,1,0.1,1.9,0,2021,16,Graduated College,Web Developer,AWS|Git|MySQL|JavaScript|Linux|SQL|React.js|React Native|Python|Golang|iOS|JIRA|Confluence|PostgreSQL|NoSQL|MongoDB
238719,South Korea,female,0,37,6,1,0.4,0.1,0,2021,3,Graduated College,Web Developer,ASP .NET|C#|SQL|JavaScript|Bootstrap
238756,South Korea,male,0,28,8,1,1.4,0.4,0,2021,7,No College,General Affairs,Data Analysis
238758,South Korea,female,1,10,5,1,0.1,2.9,0,2021,7,No College,Graphic Designer,Adobe Photoshop|Adobe Illustrator
